site,year,albedo,genotype,plot_unique,plantID,density,block,plot,x,y,emergence,first_flower,v_phen,last_phen_status,note_standard_phen,live_harvest,v_harvest,tillers,veg_mass,inflor_mass,seed_count_total,note_standard_harvest,seed_count,survived_to_flower,possible_neighbors,neighbors,prop_survived,new_neighbors,clim_dist,PC1,vwc_avg,temp_surv,temp_fecun
SS,2022,white,84,SS_3_2,SS2022_986,lo,3,2,18,2,Y,165,FG,Y,frost_heave,Y,FG/FP,7,0.21,0.54,225,NA,225,Y,4,1,0.66,1,-4.633024841577443,-2.4488375269825693,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,29,SS_4_2,SS2022_1361,hi,4,2,2,5,Y,165,FG,Y,NA,Y,FP,1,0.001,0.006,2,seed_drop,2,Y,67,59,0.8775510204081632,87.95918367346938,-5.262723824911901,-3.0785365103170275,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,29,SS_8_4,SS2022_3147,lo,8,4,7,1,Y,153,FG,Y,herbivory,Y,FG_FP,6,0.4,0.55,196,seed_drop,196,Y,3,2,0.7373737373737373,2.7373737373737375,-5.262723824911901,-3.0785365103170275,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_6_3,SS2022_2269,hi,6,3,2,6,Y,166,FG,Y,NA,Y,FP,2,0.05,0.08,36,NA,36,Y,68,44,0.6565656565656566,65.01010101010101,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_2_1,SS2022_495,lo,2,1,19,3,Y,151,FG,Y,NA,Y,FP,10,0.45,1.75,398,smut,398,Y,4,3,0.6666666666666666,3,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,37,SS_7_2,SS2022_2534,lo,7,2,8,2,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,4,2,0.673469387755102,2,-5.016963179312172,-2.8327758647172985,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_8_4,SS2022_3168,lo,8,4,4,4,Y,193,FP,Y,frost_heave,Y,FP,3,0.04,0.05,27,NA,27,Y,4,2,0.7373737373737373,2,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,37,SS_8_4,SS2022_3161,lo,8,4,2,4,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,4,2,0.7373737373737373,2,-5.016963179312172,-2.8327758647172985,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_1_2,SS2022_103,hi,1,2,1,9,Y,151,FG,Y,herbivory,Y,FG_FP,5,0.36,0.97,377,NA,377,Y,41,28,0.7040816326530612,69.5408163265306,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,57,SS_3_2,SS2022_942,lo,3,2,8,2,Y,192,FP,Y,NA,Y,FP/FG,3,0.27,0.68,309,NA,309,Y,4,3,0.66,3,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,37,SS_3_2,SS2022_918,lo,3,2,14,1,Y,151,FG,Y,frost_heave_herbivory,Y,FP/FG,9,0.88,2.49,830,NA,830,Y,3,1,0.66,1.6600000000000001,-5.016963179312172,-2.8327758647172985,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_2_1,SS2022_453,lo,2,1,14,3,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,4,2,0.6666666666666666,2,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,75,SS_3_2,SS2022_961,lo,3,2,4,3,Y,165,FG,Y,frost_heave,Y,FG_FP,24,5.19,7.21,3605,NA,3605,Y,4,1,0.66,1,-3.901921766891687,-1.7177344522968137,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,57,SS_6_3,SS2022_2230,hi,6,3,8,1,Y,NA,V1,N,NA,N,NA,0,0,0,0,NA,0,N,47,31,0.6565656565656566,65.79797979797979,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_6_1,SS2022_2066,lo,6,1,20,4,Y,166,FG,Y,herbivory,Y,FP,3,0.08,0.2,91,seed_drop,91,Y,3,3,0.8631578947368421,3.863157894736842,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_8_1,SS2022_2826,hi,8,1,9,1,Y,153,FG,Y,NA,Y,FP,1,0.04,0.07,21,NA,21,Y,41,36,0.8383838383838383,85.46464646464646,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_7_2,SS2022_2585,lo,7,2,17,2,Y,166,FG,Y,frost_heave_herbivory,Y,FP,4,0.27,0.54,193,NA,193,Y,4,3,0.673469387755102,3,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_5_3,SS2022_1816,hi,5,3,1,6,Y,151,FG,Y,NA,Y,FP,1,0.02,0.01,4,seed_drop,4,Y,56,49,0.875,87.5,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,38,SS_5_4,SS2022_1924,lo,5,4,13,2,Y,165,FG,Y,herbivory,Y,FP,4,0.41,0.21,131,seed_drop,131,Y,4,2,0.7216494845360825,2,-4.178376028518702,-1.994188713923829,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_4_2,SS2022_1376,hi,4,2,6,9,Y,165,FG,Y,resurrection_herbivory,Y,FP,1,0.01,0.01,5,NA,5,Y,68,58,0.8775510204081632,86.08163265306122,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,75,SS_9_3,SS2022_3412,lo,9,3,2,3,Y,166,FG,Y,frost_heave_herbivory,Y,FG_FP_dead,10,0.49,0.71,355,NA,355,Y,4,4,0.8484848484848485,4,-3.901921766891687,-1.7177344522968137,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,57,SS_4_2,SS2022_1386,hi,4,2,9,2,Y,165,FG,Y,herbivory,Y,FP,1,0.06,0.06,25,NA,25,Y,47,37,0.8775510204081632,83.51020408163265,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_10_4,SS2022_3917,hi,10,4,8,2,Y,140,FG,Y,NA,Y,FP,1,0.03,0.04,17,NA,17,Y,51,44,0.8541666666666666,85.85416666666666,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,57,SS_5_3,SS2022_1867,hi,5,3,9,1,Y,165,FG,Y,herbivory,Y,FP_FG,2,0.11,0.22,92,NA,92,Y,39,32,0.875,85.375,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_2_4,SS2022_757,hi,2,4,6,7,Y,165,FG,Y,NA,Y,FP,1,0.04,0.06,23,NA,23,Y,86,69,0.8144329896907216,80.4020618556701,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,57,SS_9_1,SS2022_3264,hi,9,1,4,4,Y,189,FP,Y,herbivory,Y,FP,1,0.02,0.06,24,NA,24,Y,71,64,0.8571428571428571,88.85714285714286,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_10_2,SS2022_3781,lo,10,2,15,2,Y,NA,V0,N,NA,N,NA,0,0,0,0,NA,0,N,4,2,0.8645833333333334,2,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,84,SS_2_4,SS2022_706,hi,2,4,2,1,Y,151,FG,Y,herbivory,Y,FG,2,0.09,0.11,61,physical_damage,61,Y,40,32,0.8144329896907216,80.8659793814433,-4.633024841577443,-2.4488375269825693,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,84,SS_8_4,SS2022_3107,lo,8,4,11,5,Y,153,FG,Y,frost_heave,Y,FG_FP,10,0.68,1.14,407,NA,407,Y,3,3,0.7373737373737373,3.7373737373737375,-4.633024841577443,-2.4488375269825693,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_3_2,SS2022_981,lo,3,2,9,4,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,4,3,0.66,3,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_5_4,SS2022_1928,lo,5,4,4,2,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,4,3,0.7216494845360825,3,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,84,SS_2_1,SS2022_460,lo,2,1,5,5,Y,165,FG,Y,herbivory,Y,FG_FP,12,0.91,1.94,606,NA,606,Y,3,1,0.6666666666666666,1.6666666666666665,-4.633024841577443,-2.4488375269825693,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_9_1,SS2022_3285,hi,9,1,9,5,Y,153,FG,Y,herbivory,Y,FP,1,0.03,0.07,24,NA,24,Y,67,57,0.8571428571428571,85.28571428571428,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_9_1,SS2022_3252,hi,9,1,2,4,Y,166,FG,Y,herbivory,Y,FG_FP,2,0.06,0.16,48,NA,48,Y,54,50,0.8571428571428571,89.42857142857142,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,65,SS_4_2,SS2022_1323,hi,4,2,10,3,Y,151,FG,Y,NA,Y,FP,2,0.1,0.01,1,seed_drop,1,Y,46,37,0.8775510204081632,84.38775510204081,-5.248259105409316,-3.064071790814443,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_7_1,SS2022_2441,hi,7,1,8,2,Y,166,FG,Y,NA,Y,FP,1,0.01,0.01,4,NA,4,Y,53,20,0.5578947368421052,46.22105263157894,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_6_1,SS2022_2007,lo,6,1,11,5,Y,166,FG,Y,resurrection,Y,FP,1,0.009,0.01,7,seed_drop,7,Y,2,1,0.8631578947368421,2.7263157894736842,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,66,SS_7_2,SS2022_2525,lo,7,2,6,5,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,2,2,0.673469387755102,3.3469387755102042,-0.7495381268237566,1.4346491877711167,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,38,SS_3_1,SS2022_839,hi,3,1,4,2,Y,165,FG,Y,NA,Y,FP,1,0.07,0.08,26,seed_drop,26,Y,61,49,0.8247422680412371,81.16494845360825,-4.178376028518702,-1.994188713923829,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,58,SS_5_4,SS2022_1903,lo,5,4,7,1,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,1,0.7216494845360825,1.7216494845360826,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,58,SS_6_1,SS2022_2027,lo,6,1,13,1,Y,166,FG,Y,herbivory,Y,FG_FP,10,0.6,1.01,459,NA,459,Y,3,2,0.8631578947368421,2.863157894736842,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_9_3,SS2022_3418,lo,9,3,3,4,Y,153,FG,Y,herbivory,Y,FG_FP,9,0.81,1.5,682,NA,682,Y,4,4,0.8484848484848485,4,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,58,SS_6_3,SS2022_2261,hi,6,3,5,8,Y,166,FG,Y,resurrection,Y,FG_FP,2,0.14,0.16,73,NA,73,Y,78,50,0.6565656565656566,64.44444444444444,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,58,SS_8_4,SS2022_3143,lo,8,4,16,3,Y,166,FG,Y,frost_heave_herbivory,Y,FG_FP,5,0.6,1.26,485,NA,485,Y,3,3,0.7373737373737373,3.7373737373737375,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,58,SS_2_1,SS2022_484,lo,2,1,17,2,Y,193,FP,Y,herbivory,Y,FG/FP,3,0.3,0.51,232,NA,232,Y,4,3,0.6666666666666666,3,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,86,SS_4_1,SS2022_1247,lo,4,1,17,3,Y,192,FP,Y,resurrection,Y,FP/FG,1,0.02,0.01,12,NA,12,Y,4,1,0.7040816326530612,1,-3.557710760492117,-1.3735234458972436,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_4_1,SS2022_1218,lo,4,1,8,5,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,3,2,0.7040816326530612,2.704081632653061,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,58,SS_4_1,SS2022_1242,lo,4,1,16,3,Y,NA,V0,N,herbivory,N,NA,0,0,0,0,NA,0,N,4,4,0.7040816326530612,4,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,30,SS_6_3,SS2022_2225,hi,6,3,8,8,Y,152,FG,Y,NA,Y,FP,1,0.04,0.08,27,NA,27,Y,62,39,0.6565656565656566,63.94949494949495,-6.078260567062214,-3.894073252467341,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,58,SS_8_1,SS2022_2871,hi,8,1,2,8,Y,192,FP,Y,herbivory,Y,FP,1,0.08,0.08,40,NA,40,Y,54,42,0.8383838383838383,80.56565656565655,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,86,SS_10_2,SS2022_3758,lo,10,2,12,1,Y,154,FG,Y,frost_heave_herbivory,Y,FG_FP,10,0.76,1.44,655,NA,655,Y,3,3,0.8645833333333334,3.8645833333333335,-3.557710760492117,-1.3735234458972436,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_4_1,SS2022_1227,lo,4,1,1,5,Y,165,FG,Y,frost_heave,Y,FG_FP,4,0.13,0.25,89,seed_drop,89,Y,2,1,0.7040816326530612,2.4081632653061225,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_4_2,SS2022_1327,hi,4,2,10,7,Y,151,FG,Y,NA,Y,FP,2,0.08,0.2,71,NA,71,Y,52,43,0.8775510204081632,85.12244897959184,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,49,SS_9_1,SS2022_3271,hi,9,1,1,7,Y,166,FG,Y,NA,Y,FP,1,0.02,0.02,6,seed_drop,6,Y,47,41,0.8571428571428571,86.42857142857142,-3.7238809445779752,-1.539693629983102,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_5_3,SS2022_1839,hi,5,3,3,6,Y,151,FG,Y,NA,Y,FP,1,0.01,0.01,5,NA,5,Y,76,66,0.875,87,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,66,SS_5_3,SS2022_1882,hi,5,3,10,6,Y,165,FG,Y,NA,Y,FP,1,0.02,0.02,7,seed_drop,7,Y,56,48,0.875,86.5,-0.7495381268237566,1.4346491877711167,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,49,SS_6_3,SS2022_2295,hi,6,3,1,5,Y,166,FG,Y,NA,Y,FP,1,0.02,0.01,4,seed_drop,4,Y,58,37,0.6565656565656566,64.57575757575758,-3.7238809445779752,-1.539693629983102,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,58,SS_7_2,SS2022_2527,lo,7,2,7,2,Y,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,4,2,0.673469387755102,2,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_7_1,SS2022_2494,hi,7,1,5,9,Y,152,FG,Y,NA,Y,FP,1,0.08,0.1,20,NA,20,Y,65,37,0.5578947368421052,56.526315789473685,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,86,SS_2_4,SS2022_722,hi,2,4,3,2,Y,165,FG,Y,herbivory,Y,FP,1,0.02,0.02,12,seed_drop,12,Y,53,42,0.8144329896907216,80.27835051546393,-3.557710760492117,-1.3735234458972436,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_10_4,SS2022_3909,hi,10,4,4,7,Y,166,FG,Y,resurrection_herbivory,Y,FP,1,0.01,0.01,4,NA,4,Y,77,67,0.8541666666666666,86.64583333333333,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,58,SS_9_3,SS2022_3444,lo,9,3,10,3,Y,166,FG,Y,frost_heave,Y,FG_FP,6,0.39,0.79,304,NA,304,Y,4,3,0.8484848484848485,3,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,76,SS_10_4,SS2022_3914,hi,10,4,3,9,Y,166,FG,Y,NA,Y,FP,1,0.1,0.22,58,NA,58,Y,53,44,0.8541666666666666,84.14583333333333,-5.271561308347952,-3.0873739937530784,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,58,SS_4_2,SS2022_1368,hi,4,2,9,10,Y,165,FG,Y,NA,Y,FP,1,0.19,0.37,116,NA,116,Y,41,35,0.8775510204081632,86.77551020408163,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_9_1,SS2022_3251,hi,9,1,2,3,Y,194,FP,Y,NA,Y,FP,1,0.04,0.07,20,NA,20,Y,49,46,0.8571428571428571,89.71428571428572,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,86,SS_6_1,SS2022_2093,lo,6,1,20,2,N,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,3,3,0.8631578947368421,3.863157894736842,-3.557710760492117,-1.3735234458972436,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_7_2,SS2022_2595,lo,7,2,19,5,Y,NA,NA,N,frost_heave,N,NA,0,0,0,0,NA,0,N,3,2,0.673469387755102,2.673469387755102,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,66,SS_8_1,SS2022_2828,hi,8,1,9,3,Y,166,FG,Y,NA,Y,FP,1,0.06,0.11,38,NA,38,Y,55,47,0.8383838383838383,84.72727272727272,-0.7495381268237566,1.4346491877711167,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,58,SS_9_1,SS2022_3255,hi,9,1,2,10,Y,NA,NA,N,resurrection_herbivory,N,NA,0,0,0,0,NA,0,N,38,32,0.8571428571428571,85.14285714285714,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_3_1,SS2022_891,hi,3,1,6,2,Y,151,FG,Y,NA,Y,FP,1,0.03,0.04,13,NA,13,Y,68,55,0.8247422680412371,81.39175257731958,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,58,SS_3_1,SS2022_859,hi,3,1,4,10,Y,151,FG,Y,herbivory,Y,FP_FG,4,0.02,0.2,71,NA,71,Y,50,40,0.8247422680412371,81.23711340206185,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_1_4,SS2022_327,lo,1,4,3,3,Y,151,FG,Y,frost_heave_herbivory,Y,FG_FP,5,0.23,0.67,305,NA,305,Y,4,2,0.6262626262626263,2,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,58,SS_10_4,SS2022_3901,hi,10,4,5,2,Y,166,FG,Y,NA,Y,FP,1,0.02,0.03,10,NA,10,Y,65,57,0.8541666666666666,86.89583333333333,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,76,SS_3_2,SS2022_960,lo,3,2,4,1,Y,165,FG,Y,herbivory,Y,FG_FP,6,0.53,1.02,425,NA,425,Y,3,3,0.66,3.66,-5.271561308347952,-3.0873739937530784,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_9_3,SS2022_3417,lo,9,3,3,3,Y,194,FP,Y,frost_heave_herbivory,Y,FP,2,0.01,0.03,15,NA,15,Y,4,4,0.8484848484848485,4,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,39,SS_5_3,SS2022_1899,hi,5,3,6,3,Y,165,FG,Y,NA,Y,FP,1,0.02,0.01,5,seed_drop,5,Y,77,67,0.875,87.125,-4.470453908943476,-2.2862665943486027,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,58,SS_6_3,SS2022_2256,hi,6,3,4,6,Y,166,FG,Y,NA,Y,FP,1,0.02,0.03,10,NA,10,Y,88,58,0.6565656565656566,65.87878787878788,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,86,SS_7_1,SS2022_2408,hi,7,1,1,2,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,39,23,0.5578947368421052,57.031578947368416,-3.557710760492117,-1.3735234458972436,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_4_1,SS2022_1280,lo,4,1,11,5,Y,151,FG,Y,herbivory,Y,FP,3,0.09,0.16,53,seed_drop,53,Y,3,1,0.7040816326530612,1.7040816326530612,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,58,SS_5_3,SS2022_1865,hi,5,3,8,9,Y,165,FG,Y,herbivory,Y,FP,1,0.007,0.01,4,seed_drop,4,Y,51,46,0.875,88.875,0.7422618379536852,2.9264491525485585,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,59,SS_4_1,SS2022_1261,lo,4,1,5,3,Y,165,FG,Y,resurrection_frost_heave,Y,FG_FP,3,0.12,0.22,110,NA,110,Y,4,4,0.7040816326530612,4,0.11208260985137342,2.296269924446247,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,39,SS_6_1,SS2022_2041,lo,6,1,8,2,Y,NA,V2,N,NA,N,NA,0,0,0,0,NA,0,N,4,4,0.8631578947368421,4,-4.470453908943476,-2.2862665943486027,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,39,SS_10_4,SS2022_3959,hi,10,4,7,1,Y,154,FG,Y,herbivory,Y,FG_FP,2,0.02,0.03,16,NA,16,Y,50,44,0.8541666666666666,86.70833333333333,-4.470453908943476,-2.2862665943486027,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,66,SS_5_3,SS2022_1887,hi,5,3,5,1,Y,165,FG,Y,herbivory,Y,UNK,1,0.01,0,0,physical_damage,0,N,57,49,0.875,86.625,-0.7495381268237566,1.4346491877711167,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,39,SS_2_4,SS2022_770,hi,2,4,7,10,Y,NA,V2,N,herbivory,N,NA,0,0,0,0,NA,0,N,51,43,0.8144329896907216,82.90721649484536,-4.470453908943476,-2.2862665943486027,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,59,SS_2_1,SS2022_426,lo,2,1,3,5,Y,165,FG,Y,NA,Y,FG_FP,5,0.51,0.66,300,NA,300,Y,3,2,0.6666666666666666,2.6666666666666665,0.11208260985137342,2.296269924446247,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_3_1,SS2022_882,hi,3,1,10,3,Y,151,FG,Y,NA,Y,FP,1,0.008,0.005,2,seed_drop,2,Y,45,33,0.8247422680412371,78.36082474226804,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_8_1,SS2022_2824,hi,8,1,7,6,Y,153,FG,Y,herbivory,Y,FP,1,0.07,0.05,19,seed_drop,19,Y,88,74,0.8383838383838383,84.06060606060606,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,77,SS_1_4,SS2022_394,lo,1,4,20,2,N,NA,NA,N,NA,N,NA,0,0,0,0,NA,0,N,3,1,0.6262626262626263,1.6262626262626263,-5.271561308347952,-3.0873739937530784,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,68,SS_2_1,SS2022_407,lo,2,1,6,5,Y,NA,V2,N,NA,N,NA,0,0,0,0,NA,0,N,3,3,0.6666666666666666,3.6666666666666665,-0.9066840398474931,1.2775032747473802,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_5_4,SS2022_1968,lo,5,4,19,5,Y,151,FG,Y,frost_heave_herbivory,Y,FP,5,0.36,0.51,212,NA,212,Y,3,3,0.7216494845360825,3.7216494845360826,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_8_4,SS2022_3137,lo,8,4,15,2,Y,153,FG,Y,herbivory,Y,FP,13,0.92,1.52,585,seed_drop,585,Y,3,2,0.7373737373737373,2.7373737373737375,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,87,SS_7_2,SS2022_2555,lo,7,2,14,2,Y,152,FG,Y,frost_heave_herbivory,Y,FG_FP,5,0.88,1.08,360,NA,360,Y,4,4,0.673469387755102,4,-2.5699352397620228,-0.3857479251671492,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_10_2,SS2022_3761,lo,10,2,12,4,Y,154,FG,Y,frost_heave,Y,FP,7,0.37,0.63,262,NA,262,Y,4,4,0.8645833333333334,4,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_1_2,SS2022_168,hi,1,2,9,2,Y,151,FG,Y,herbivory,Y,FG_FP,3,0.15,0.16,76,NA,76,Y,46,36,0.7040816326530612,74.0204081632653,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_4_2,SS2022_1369,hi,4,2,10,1,Y,151,FG,Y,herbivory,Y,FG_FP,3,0.09,0.27,90,NA,90,Y,34,28,0.8775510204081632,85.91836734693877,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,59,SS_3_2,SS2022_906,lo,3,2,15,5,Y,192,FG,Y,herbivory,Y,FG,1,0.06,0.02,13,NA,13,Y,3,2,0.66,2.66,0.11208260985137342,2.296269924446247,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,31,SS_6_3,SS2022_2239,hi,6,3,10,3,Y,NA,V1,N,resurrection,N,NA,0,0,0,0,NA,0,N,47,30,0.6565656565656566,64.79797979797979,-5.5967250574548455,-3.4125377428599726,0.1218297532,3.251441106293232,5.843806312662163
SS,2022,white,87,SS_10_2,SS2022_3719,lo,10,2,7,4,Y,166,FG,Y,herbivory,Y,FG_FP,7,0.44,0.75,288,seed_drop,288,Y,4,4,0.8645833333333334,4,-2.5699352397620228,-0.3857479251671492,0.1218297532,3.251441106293232,5.843806312662163
