site,genotype,lon,lat,ann.mean.tmp,mean.diurn.rng,isotherm,tmp.seas,max.tmp.wrm.m,min.tmp.cld.m,tmp.ann.rng,mean.tmp.wet.q,mean.tmp.dry.q,mean.tmp.wrm.q,mean.tmp.cld.q,ann.prc,prc.wet.m,prc.dry.m,prc.seas,prc.wet.q,prc.dry.q,prc.wrm.q,prc.cld.q
Pyke19,82,-119.3487202,46.75087139,13.449999809265137,12.300000190734863,0.3151242434978485,911.20001220703125,35.25,-3.6500000953674316,38.900001525878906,2.6500000953674316,24.850000381469727,25.049999237060547,1.850000023841858,225.5,36.20000076293945,4.900000095367432,50.70000076293945,98.4000015258789,19.899999618530273,25.799999237060547,87.30000305175781
Pyke21,74,-119.6830115,47.61803776,11.050000190734863,10.399999618530273,0.2624158263206482,965.29998779296875,32.54999923706055,-7.050000190734863,39.599998474121094,-0.550000011920929,23.149999618530273,23.149999618530273,-1.350000023841858,262.20001220703125,40.20000076293945,7.5,45.29999923706055,107.9000015258789,28,28,100.9000015258789
Pyke3,72,-120.1924183,44.60456358,11.25,12.300000190734863,0.3612745404243469,768.4000244140625,31.149999618530273,-2.8499999046325684,34,13.550000190734863,21.549999237060547,21.549999237060547,1.9500000476837158,317.29998779296875,40.099998474121094,14.100000381469727,30.100000381469727,99.19999694824219,44.29999923706055,44.29999923706055,86.4000015258789
Pyke8,73,-119.361636,46.74830998,13.75,12.300000190734863,0.3117048144340515,925.70001220703125,35.650001525878906,-3.6500000953674316,39.29999923706055,2.6500000953674316,25.25,25.450000762939453,1.9500000476837158,217.6999969482422,35.099998474121094,4.800000190734863,50.79999923706055,95.19999694824219,19.200000762939453,25,84.5999984741211
Pyke9,76,-119.3603411,46.74833678,13.75,12.300000190734863,0.3117048144340515,925.70001220703125,35.650001525878906,-3.6500000953674316,39.29999923706055,2.6500000953674316,25.25,25.450000762939453,1.9500000476837158,217.6999969482422,35.099998474121094,4.800000190734863,50.79999923706055,95.19999694824219,19.200000762939453,25,84.5999984741211
Reed01,83,-109.47,38.52,14.850000381469727,14,0.3461538255214691,979.79998779296875,36.150001525878906,-4.150000095367432,40.29999923706055,21.950000762939453,2.1500000953674316,27.350000381469727,2.1500000953674316,295.8999938964844,34.79999923706055,16.299999237060547,22,95,57.400001525878906,78.5,57.400001525878906
Reed03,84,-109.79,38.75,15.050000190734863,14.100000381469727,0.3474958837032318,989.4000244140625,36.45000076293945,-4.150000095367432,40.599998474121094,22.149999618530273,20.149999618530273,27.75,2.25,204.89999389648438,26.600000381469727,10.100000381469727,25.399999618530273,70.0999984741211,42.599998474121094,46.5,42.900001525878906
Rinella01,85,-105.49,46.19,9.050000190734863,12.600000381469727,0.30589184165000916,1044.300048828125,31.950000762939453,-9.350000381469727,41.29999923706055,19.649999618530273,-4.449999809265137,22.649999618530273,-4.449999809265137,369.8999938964844,71.80000305175781,8,66.0999984741211,179.8000030517578,27.200000762939453,135,27.200000762939453
Rinella01,151,-105.49,46.19,9.050000190734863,12.600000381469727,0.30589184165000916,1044.300048828125,31.950000762939453,-9.350000381469727,41.29999923706055,19.649999618530273,-4.449999809265137,22.649999618530273,-4.449999809265137,369.8999938964844,71.80000305175781,8,66.0999984741211,179.8000030517578,27.200000762939453,135,27.200000762939453
Schupp01,13,-112.15,39.85,11.050000190734863,12.399999618530273,0.30392155051231384,1035.5999755859375,33.349998474121094,-7.449999809265137,40.79999923706055,9.949999809265137,24.350000381469727,24.350000381469727,-2.1500000953674316,448.70001220703125,51.900001525878906,19.799999237060547,26.399999618530273,149.5,71.9000015258789,71.9000015258789,114.0999984741211
Schupp02,12,-112.46,40.2,11.75,11,0.28341901302337646,1005.2000122070312,33.54999923706055,-5.349999904632568,38.900001525878906,10.75,24.649999618530273,24.75,-0.949999988079071,428.8999938964844,48.900001525878906,23.899999618530273,22.299999237060547,140.39999389648438,75.69999694824219,79.30000305175781,108.30000305175781
Schupp03,86,-113.79,38.6,13.050000190734863,12.399999618530273,0.32354220747947693,968.29998779296875,33.650001525878906,-4.650000095367432,38.29999923706055,20.649999618530273,1.9500000476837158,25.549999237060547,0.8500000238418579,221,22.5,13.899999618530273,16.5,66,46.70000076293945,52.5,47.400001525878906
Schupp04,87,-113.55,38.52,10.949999809265137,12.300000190734863,0.3249780237674713,966,31.549999237060547,-6.349999904632568,37.900001525878906,18.450000762939453,-1.25,23.350000381469727,-1.25,312.29998779296875,38.099998474121094,18.100000381469727,21.200000762939453,97.4000015258789,61.5,84,61.5
Schupp05,88,-112.74,39.11,14.449999809265137,13.199999809265137,0.33312344551086426,998.4000244140625,36.150001525878906,-3.549999952316284,39.70000076293945,13.850000381469727,27.450000762939453,27.450000762939453,1.850000023841858,240.3000030517578,27,10.199999809265137,26.600000381469727,79.0999984741211,37.70000076293945,37.70000076293945,56.29999923706055
Shriver01,101,-116.22,34.06,17.75,13.600000381469727,0.40940943360328674,733.5,35.45000076293945,2.1500000953674316,33.29999923706055,8.550000190734863,20.549999237060547,27.149999618530273,8.550000190734863,138,24.899999618530273,0.699999988079071,66,66.5,7.099999904632568,27.700000762939453,66.5
Shriver02,102,-114.04,48,9.050000190734863,8.100000381469727,0.26781797409057617,776.4000244140625,26.25,-4.150000095367432,30.399999618530273,11.050000190734863,19.549999237060547,19.549999237060547,-0.3499999940395355,733,94.69999694824219,39.400001525878906,25.600000381469727,241,145.60000610351562,145.60000610351562,166
SS,NA,-112.2,44.26,7.150000095367432,12.399999618530273,0.2959427237510681,1031.699951171875,30.25,-11.649999618530273,41.900001525878906,11.75,20.049999237060547,20.350000381469727,-6.050000190734863,333.5,47.20000076293945,17.5,31.799999237060547,122.30000305175781,61.5,85.0999984741211,70.69999694824219
Symstad1,89,-104.71,44.59,8.649999618530273,12.300000190734863,0.31705227494239807,958.9000244140625,30.75,-8.149999618530273,38.900001525878906,18.350000381469727,-3.549999952316284,21.25,-3.549999952316284,498.79998779296875,83.80000305175781,15.899999618530273,54.20000076293945,220.89999389648438,48.70000076293945,182.8000030517578,48.70000076293945
Symstad2,90,-103.46,43.87,7.650000095367432,11.699999809265137,0.3330959379673004,861.0999755859375,27.75,-7.349999904632568,35.099998474121094,16.450000762939453,-3.1500000953674316,19.049999237060547,-3.1500000953674316,554.9000244140625,113.9000015258789,9.100000381469727,69.9000015258789,276.1000061035156,35,229.39999389648438,35
Symstad3,91,-103.47,43.62,8.449999809265137,12.5,0.3385416865348816,898.5,29.450000762939453,-7.349999904632568,36.79999923706055,17.75,-2.8499999046325684,20.350000381469727,-2.8499999046325684,556.5,108,10.199999809265137,68.80000305175781,278.29998779296875,37.599998474121094,237.1999969482422,37.599998474121094
Symstad4,92,-102.58,43.71,10.149999618530273,13,0.3260233998298645,1005.4000244140625,32.650001525878906,-7.25,39.900001525878906,20.549999237060547,-2.75,23.25,-2.75,453.6000061035156,86.69999694824219,9.399999618530273,63.5,212.89999389648438,31.899999618530273,173.60000610351562,31.899999618530273
Symstad6,25,-103.71,41.83,11.149999618530273,14,0.35876068472862244,918.79998779296875,33.150001525878906,-5.849999904632568,39,15.350000381469727,-0.3499999940395355,23.25,-0.3499999940395355,441.5,85.4000015258789,8.5,66.5999984741211,213.39999389648438,32.20000076293945,185.3000030517578,32.20000076293945
Urza1,31,-119.34,40.35,14.149999618530273,11.100000381469727,0.3021402657032013,906.9000244140625,34.45000076293945,-2.1500000953674316,36.599998474121094,3.75,25.950000762939453,25.950000762939453,2.950000047683716,175.1999969482422,21.5,4.199999809265137,38.900001525878906,62.900001525878906,18.299999237060547,18.299999237060547,57.79999923706055
Urza2,93,-119.56,40.84,12.350000381469727,11.699999809265137,0.3057742714881897,947.4000244140625,33.349998474121094,-4.75,38.099998474121094,1.649999976158142,24.649999618530273,24.649999618530273,0.6499999761581421,202.1999969482422,26.100000381469727,5.099999904632568,42,75.0999984741211,18.299999237060547,18.299999237060547,69.30000305175781
Urza3,94,-120.2,41.6,10.050000190734863,11.800000190734863,0.31910568475723267,881.5999755859375,30.850000381469727,-6.050000190734863,36.900001525878906,0.44999998807907104,21.649999618530273,21.649999618530273,-0.550000011920929,482.8999938964844,76.69999694824219,6.800000190734863,52.400001525878906,189.10000610351562,31.399999618530273,31.399999618530273,172.5
WI,NA,-116.865965,43.459148,13.449999809265137,11.800000190734863,0.31555554270744324,905,34.95000076293945,-2.549999952316284,37.5,3.049999952316284,24.950000762939453,25.149999618530273,2.1500000953674316,298.1000061035156,40.900001525878906,7.800000190734863,42.900001525878906,107.4000015258789,27.100000381469727,37.099998474121094,100.69999694824219
Wilcox02,95,-105.66,41.31,6.550000190734863,13.600000381469727,0.35303032398223877,886.70001220703125,28.25,-10.25,38.5,15.449999809265137,-4.550000190734863,18.149999618530273,-4.550000190734863,331.79998779296875,56.400001525878906,9.600000381469727,53.5,143.1999969482422,34.70000076293945,122.19999694824219,34.70000076293945
