"site","site_old","year","Treatment","Transect","Distance","Emerged","Reproduced","neighbors","Fecundity","Biomass","fecundityflag","notesFlag","Lat","Lon","annual","unknown","perennial","shrub","Type","plantID","albedo","x","y","genotype","block","plot","note_standard_harvest","note_standard_phen","Transect_Site_Year","total_precip","MAT","seasonality","prcp.Spr","prcp.Sum","prcp.Win","prcp.Fall","tmean.Spr","tmean.Sum","tmean.Win","tmean.Fall","swe_mean.Spr","swe_mean.Sum","swe_mean.Win","swe_mean.Fall","prcp_center30d_mean","tmin_center30d_mean","tmax_center30d_mean","tavg_center30d_mean","tmin_center30d_min","tmax_center30d_max","pH","EC","OMpercent","Protein_g.kg","site_year","site_numeric","site_year_numeric","year_numeric","NewSiteCode","SeedSource","sample.id.x","kinshipID","sample.id.y","source","neighbors.s","perennial.s","shrub.s","annual.s","Dataset","plot_index","idx","idx_site","r_train","e_train","Obs_Fitness","Obs_Fitness_log","Predicted_Fitness_PostPred","Predicted_Fitness_log_PostPred","Predicted_Fitness","Predicted_Fitness_log","Predicted_Fitness_fixed","Predicted_Fitness_log_fixed","Predicted_Fitness_PostPred_fixed","Predicted_Fitness_log_PostPred_fixed"
"SS_black","SS","2023",NA,"10 3",NA,"N","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2023_3106","black",8,1,51,10,3,NA,NA,"10 3 - SS_black - 2023",815.12,6.13135616438356,1,204.1,194.54,201.52,214.96,11.6225274725275,19.3630555555556,-5.63145161290323,-0.42478021978022,10.0562637362637,0,16.848064516129,4.62384615384615,0.401370967741935,-0.5091935483871,13.7071774193548,6.59899193548387,-10.08,27.37,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2023",40,64,2,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,28,23,0,0,0,-Inf,162.351,-Inf,161.975151102708,7.28843622825943,56.3957623742018,3.96370805596115,57.5406666666666,-Inf
"SS_black","SS","2022",NA,"10 3",NA,"Y","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2022_3897","black",19,5,17,10,3,NA,"frost_heave","10 3 - SS_black - 2022",576.92,7.63157534246575,1,198.66,107.5,18.84,251.92,10.9743956043956,21.3635,-3.87623655913978,2.46846153846154,0.542197802197802,0,20.9861290322581,1.25604395604396,0.339112903225807,-2.84596774193548,10.3387903225806,3.74641129032258,-11.62,22.14,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2022",40,63,1,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,27,23,0,1,0,-Inf,239.526,-Inf,232.635239168868,7.03996992566241,38.9963800557155,3.57916894378682,38.263,-Inf
"SS_black","SS","2022",NA,"10 3",NA,"Y","Y",0,200,1.11,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2022_3868","black",2,1,69,10,3,NA,NA,"10 3 - SS_black - 2022",576.92,7.63157534246575,1,198.66,107.5,18.84,251.92,10.9743956043956,21.3635,-3.87623655913978,2.46846153846154,0.542197802197802,0,20.9861290322581,1.25604395604396,0.339112903225807,-2.84596774193548,10.3387903225806,3.74641129032258,-11.62,22.14,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2022",40,63,1,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,27,23,1,1,200,5.29831736654804,276.793666666667,-Inf,277.473265767871,7.13214498411163,48.1461306378113,3.84335911828489,49.6936666666667,-Inf
"SS_black","SS","2022",NA,"10 3",NA,"N","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2022_3846","black",9,1,65,10,3,NA,NA,"10 3 - SS_black - 2022",576.92,7.63157534246575,1,198.66,107.5,18.84,251.92,10.9743956043956,21.3635,-3.87623655913978,2.46846153846154,0.542197802197802,0,20.9861290322581,1.25604395604396,0.339112903225807,-2.84596774193548,10.3387903225806,3.74641129032258,-11.62,22.14,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2022",40,63,1,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,27,23,0,0,0,-Inf,302.511333333333,-Inf,291.230307067422,7.14037118945455,56.1166472575865,4.00745862048417,53.6706666666666,-Inf
"SS_black","SS","2023",NA,"10 3",NA,"Y","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2023_3109","black",8,2,7,10,3,NA,NA,"10 3 - SS_black - 2023",815.12,6.13135616438356,1,204.1,194.54,201.52,214.96,11.6225274725275,19.3630555555556,-5.63145161290323,-0.42478021978022,10.0562637362637,0,16.848064516129,4.62384615384615,0.401370967741935,-0.5091935483871,13.7071774193548,6.59899193548387,-10.08,27.37,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2023",40,64,2,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,28,23,0,1,0,-Inf,214.073333333333,-Inf,214.799869834236,7.34271441827812,67.3899953705151,4.16187166329276,66.7173333333333,-Inf
"SS_black","SS","2022",NA,"10 3",NA,"Y","Y",0,130,0.67,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2022_3808","black",9,2,83,10,3,NA,"frost_heave","10 3 - SS_black - 2022",576.92,7.63157534246575,1,198.66,107.5,18.84,251.92,10.9743956043956,21.3635,-3.87623655913978,2.46846153846154,0.542197802197802,0,20.9861290322581,1.25604395604396,0.339112903225807,-2.84596774193548,10.3387903225806,3.74641129032258,-11.62,22.14,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2022",40,63,1,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,27,23,1,1,130,4.86753445045558,263.58,-Inf,259.755714324442,7.07322759883549,46.7779680816543,3.81157416662285,48.787,-Inf
"SS_black","SS","2023",NA,"10 3",NA,"Y","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2023_3043","black",2,3,25,10,3,NA,NA,"10 3 - SS_black - 2023",815.12,6.13135616438356,1,204.1,194.54,201.52,214.96,11.6225274725275,19.3630555555556,-5.63145161290323,-0.42478021978022,10.0562637362637,0,16.848064516129,4.62384615384615,0.401370967741935,-0.5091935483871,13.7071774193548,6.59899193548387,-10.08,27.37,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2023",40,64,2,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,28,23,0,1,0,-Inf,116.91,-Inf,132.416025137779,7.11188082833033,56.7018891407903,3.97409444722109,58.089,-Inf
"SS_black","SS","2022",NA,"10 3",NA,"Y","Y",0,447,2.54,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2022_3825","black",12,5,96,10,3,NA,NA,"10 3 - SS_black - 2022",576.92,7.63157534246575,1,198.66,107.5,18.84,251.92,10.9743956043956,21.3635,-3.87623655913978,2.46846153846154,0.542197802197802,0,20.9861290322581,1.25604395604396,0.339112903225807,-2.84596774193548,10.3387903225806,3.74641129032258,-11.62,22.14,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2022",40,63,1,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,27,23,1,1,447,6.10255859461357,302.105333333333,-Inf,306.669732570321,7.22717547124176,50.735492458178,3.89764638043842,51.6873333333334,-Inf
"SS_black","SS","2023",NA,"10 3",NA,"Y","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2023_3110","black",8,3,49,10,3,NA,NA,"10 3 - SS_black - 2023",815.12,6.13135616438356,1,204.1,194.54,201.52,214.96,11.6225274725275,19.3630555555556,-5.63145161290323,-0.42478021978022,10.0562637362637,0,16.848064516129,4.62384615384615,0.401370967741935,-0.5091935483871,13.7071774193548,6.59899193548387,-10.08,27.37,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2023",40,64,2,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,28,23,0,1,0,-Inf,217.173,-Inf,201.295465199426,7.39327339494514,62.281293325233,4.06670638716328,60.7723333333332,-Inf
"SS_black","SS","2023",NA,"10 3",NA,"Y","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2023_3053","black",2,5,83,10,3,NA,NA,"10 3 - SS_black - 2023",815.12,6.13135616438356,1,204.1,194.54,201.52,214.96,11.6225274725275,19.3630555555556,-5.63145161290323,-0.42478021978022,10.0562637362637,0,16.848064516129,4.62384615384615,0.401370967741935,-0.5091935483871,13.7071774193548,6.59899193548387,-10.08,27.37,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2023",40,64,2,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,28,23,0,1,0,-Inf,211.205333333333,-Inf,209.329071698619,7.42435706425183,71.2526847619524,4.20917264307886,69.9623333333333,-Inf
"SS_black","SS","2023",NA,"10 3",NA,"N","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2023_3063","black",7,3,77,10,3,NA,NA,"10 3 - SS_black - 2023",815.12,6.13135616438356,1,204.1,194.54,201.52,214.96,11.6225274725275,19.3630555555556,-5.63145161290323,-0.42478021978022,10.0562637362637,0,16.848064516129,4.62384615384615,0.401370967741935,-0.5091935483871,13.7071774193548,6.59899193548387,-10.08,27.37,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2023",40,64,2,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,28,23,0,0,0,-Inf,209.798666666667,-Inf,208.144551691936,7.43458760603687,56.9835350814662,3.97103608794401,53.5323333333333,-Inf
"SS_black","SS","2022",NA,"10 3",NA,"Y","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2022_3860","black",15,1,58,10,3,NA,NA,"10 3 - SS_black - 2022",576.92,7.63157534246575,1,198.66,107.5,18.84,251.92,10.9743956043956,21.3635,-3.87623655913978,2.46846153846154,0.542197802197802,0,20.9861290322581,1.25604395604396,0.339112903225807,-2.84596774193548,10.3387903225806,3.74641129032258,-11.62,22.14,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2022",40,63,1,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,27,23,0,1,0,-Inf,235.634666666667,-Inf,249.401748269897,7.11978538591271,34.012511654222,3.45591977354841,33.3526666666667,-Inf
"SS_black","SS","2023",NA,"10 3",NA,"N","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2023_3042","black",2,2,92,10,3,NA,NA,"10 3 - SS_black - 2023",815.12,6.13135616438356,1,204.1,194.54,201.52,214.96,11.6225274725275,19.3630555555556,-5.63145161290323,-0.42478021978022,10.0562637362637,0,16.848064516129,4.62384615384615,0.401370967741935,-0.5091935483871,13.7071774193548,6.59899193548387,-10.08,27.37,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2023",40,64,2,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,28,23,0,0,0,-Inf,105.97,-Inf,104.139862679224,7.21055601022517,40.9257322888301,3.56897877185426,41.0776666666667,-Inf
"SS_black","SS","2022",NA,"10 3",NA,"Y","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2022_3892","black",18,5,66,10,3,NA,NA,"10 3 - SS_black - 2022",576.92,7.63157534246575,1,198.66,107.5,18.84,251.92,10.9743956043956,21.3635,-3.87623655913978,2.46846153846154,0.542197802197802,0,20.9861290322581,1.25604395604396,0.339112903225807,-2.84596774193548,10.3387903225806,3.74641129032258,-11.62,22.14,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2022",40,63,1,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,27,23,0,1,0,-Inf,238.083333333333,-Inf,234.235705869622,6.97783607065974,46.6623825604303,3.80990677905367,49.1636666666667,-Inf
"SS_black","SS","2023",NA,"10 3",NA,"N","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2023_3046","black",4,1,38,10,3,NA,NA,"10 3 - SS_black - 2023",815.12,6.13135616438356,1,204.1,194.54,201.52,214.96,11.6225274725275,19.3630555555556,-5.63145161290323,-0.42478021978022,10.0562637362637,0,16.848064516129,4.62384615384615,0.401370967741935,-0.5091935483871,13.7071774193548,6.59899193548387,-10.08,27.37,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2023",40,64,2,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,28,23,0,0,0,-Inf,159.036666666667,-Inf,154.115669319181,7.33089392125855,93.096272700476,4.49763621131086,99.1026666666669,-Inf
"SS_black","SS","2022",NA,"10 3",NA,"Y","Y",0,545,3.24,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2022_3894","black",19,2,92,10,3,NA,"frost_heave","10 3 - SS_black - 2022",576.92,7.63157534246575,1,198.66,107.5,18.84,251.92,10.9743956043956,21.3635,-3.87623655913978,2.46846153846154,0.542197802197802,0,20.9861290322581,1.25604395604396,0.339112903225807,-2.84596774193548,10.3387903225806,3.74641129032258,-11.62,22.14,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2022",40,63,1,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,27,23,1,1,545,6.30078579466324,226.093,-Inf,227.055802753623,7.10054312388892,33.3767991475464,3.41534535720423,34.6263333333334,-Inf
"SS_black","SS","2023",NA,"10 3",NA,"Y","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2023_3101","black",16,1,102,10,3,NA,"physical_damage","10 3 - SS_black - 2023",815.12,6.13135616438356,1,204.1,194.54,201.52,214.96,11.6225274725275,19.3630555555556,-5.63145161290323,-0.42478021978022,10.0562637362637,0,16.848064516129,4.62384615384615,0.401370967741935,-0.5091935483871,13.7071774193548,6.59899193548387,-10.08,27.37,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2023",40,64,2,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,28,23,0,1,0,-Inf,174.113333333333,-Inf,172.238254671547,7.31436564756385,58.7346244465841,4.00972006331313,59.6426666666667,-Inf
"SS_black","SS","2022",NA,"10 3",NA,"N","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2022_3862","black",5,5,86,10,3,NA,NA,"10 3 - SS_black - 2022",576.92,7.63157534246575,1,198.66,107.5,18.84,251.92,10.9743956043956,21.3635,-3.87623655913978,2.46846153846154,0.542197802197802,0,20.9861290322581,1.25604395604396,0.339112903225807,-2.84596774193548,10.3387903225806,3.74641129032258,-11.62,22.14,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2022",40,63,1,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,27,23,0,0,0,-Inf,285.409,-Inf,296.378932113724,7.24907984831713,49.9010638949879,3.87212661739897,52.265,-Inf
"SS_black","SS","2023",NA,"10 3",NA,"Y","Y",0,1166,6.44,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2023_3108","black",14,5,98,10,3,NA,NA,"10 3 - SS_black - 2023",815.12,6.13135616438356,1,204.1,194.54,201.52,214.96,11.6225274725275,19.3630555555556,-5.63145161290323,-0.42478021978022,10.0562637362637,0,16.848064516129,4.62384615384615,0.401370967741935,-0.5091935483871,13.7071774193548,6.59899193548387,-10.08,27.37,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2023",40,64,2,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,28,23,1,1,1166,7.06133436691044,154.197666666666,-Inf,158.057434682142,7.30821978596445,67.988314639196,4.15741538770288,73.0656666666666,-Inf
"SS_black","SS","2022",NA,"10 3",NA,"Y","Y",0,883,4,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2022_3875","black",17,1,81,10,3,NA,NA,"10 3 - SS_black - 2022",576.92,7.63157534246575,1,198.66,107.5,18.84,251.92,10.9743956043956,21.3635,-3.87623655913978,2.46846153846154,0.542197802197802,0,20.9861290322581,1.25604395604396,0.339112903225807,-2.84596774193548,10.3387903225806,3.74641129032258,-11.62,22.14,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2022",40,63,1,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,27,23,1,1,883,6.78332520060396,261.483,-Inf,260.560141752485,7.03175325776423,56.0713533048849,4.00754762998247,60.222,-Inf
"SS_black","SS","2022",NA,"10 3",NA,"Y","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2022_3864","black",6,2,53,10,3,NA,"frost_heave","10 3 - SS_black - 2022",576.92,7.63157534246575,1,198.66,107.5,18.84,251.92,10.9743956043956,21.3635,-3.87623655913978,2.46846153846154,0.542197802197802,0,20.9861290322581,1.25604395604396,0.339112903225807,-2.84596774193548,10.3387903225806,3.74641129032258,-11.62,22.14,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2022",40,63,1,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,27,23,0,1,0,-Inf,206.161,-Inf,211.258588381425,7.02039851692748,29.6040301713969,3.29834086389104,31.2616666666666,-Inf
"SS_black","SS","2022",NA,"10 3",NA,"Y","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2022_3893","black",19,1,29,10,3,NA,"frost_heave","10 3 - SS_black - 2022",576.92,7.63157534246575,1,198.66,107.5,18.84,251.92,10.9743956043956,21.3635,-3.87623655913978,2.46846153846154,0.542197802197802,0,20.9861290322581,1.25604395604396,0.339112903225807,-2.84596774193548,10.3387903225806,3.74641129032258,-11.62,22.14,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2022",40,63,1,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,27,23,0,1,0,-Inf,316.403333333333,-Inf,309.820078704583,7.22529690112675,50.0362594059266,3.88270027730836,51.6086666666667,-Inf
"SS_black","SS","2022",NA,"10 3",NA,"Y","Y",0,453,3.8,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2022_3895","black",19,3,47,10,3,NA,"frost_heave","10 3 - SS_black - 2022",576.92,7.63157534246575,1,198.66,107.5,18.84,251.92,10.9743956043956,21.3635,-3.87623655913978,2.46846153846154,0.542197802197802,0,20.9861290322581,1.25604395604396,0.339112903225807,-2.84596774193548,10.3387903225806,3.74641129032258,-11.62,22.14,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2022",40,63,1,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,27,23,1,1,453,6.11589212548303,352.472666666667,-Inf,348.520638625996,7.34625953404356,51.9418770404865,3.92311458181287,51.594,-Inf
"SS_black","SS","2022",NA,"10 3",NA,"Y","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2022_3896","black",19,4,1,10,3,NA,"frost_heave","10 3 - SS_black - 2022",576.92,7.63157534246575,1,198.66,107.5,18.84,251.92,10.9743956043956,21.3635,-3.87623655913978,2.46846153846154,0.542197802197802,0,20.9861290322581,1.25604395604396,0.339112903225807,-2.84596774193548,10.3387903225806,3.74641129032258,-11.62,22.14,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2022",40,63,1,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,27,23,0,1,0,-Inf,312.456,-Inf,315.027571020756,7.2271891820759,60.1543510988399,4.07882868983587,61.183,-Inf
"SS_black","SS","2023",NA,"10 3",NA,"Y","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2023_3100","black",15,5,79,10,3,NA,NA,"10 3 - SS_black - 2023",815.12,6.13135616438356,1,204.1,194.54,201.52,214.96,11.6225274725275,19.3630555555556,-5.63145161290323,-0.42478021978022,10.0562637362637,0,16.848064516129,4.62384615384615,0.401370967741935,-0.5091935483871,13.7071774193548,6.59899193548387,-10.08,27.37,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2023",40,64,2,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,28,23,0,1,0,-Inf,244.501333333333,-Inf,224.929710589141,7.45762648212282,69.6797666549324,4.18729589892454,70.683,-Inf
"SS_black","SS","2023",NA,"10 3",NA,"Y","Y",0,943,4.67,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2023_3103","black",16,3,14,10,3,NA,NA,"10 3 - SS_black - 2023",815.12,6.13135616438356,1,204.1,194.54,201.52,214.96,11.6225274725275,19.3630555555556,-5.63145161290323,-0.42478021978022,10.0562637362637,0,16.848064516129,4.62384615384615,0.401370967741935,-0.5091935483871,13.7071774193548,6.59899193548387,-10.08,27.37,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2023",40,64,2,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,28,23,1,1,943,6.84906628263346,145.963333333333,-Inf,158.633186255643,7.28943169350042,54.5648453767445,3.91396744534596,57.0796666666667,-Inf
"SS_black","SS","2023",NA,"10 3",NA,"Y","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2023_3066","black",5,3,91,10,3,NA,NA,"10 3 - SS_black - 2023",815.12,6.13135616438356,1,204.1,194.54,201.52,214.96,11.6225274725275,19.3630555555556,-5.63145161290323,-0.42478021978022,10.0562637362637,0,16.848064516129,4.62384615384615,0.401370967741935,-0.5091935483871,13.7071774193548,6.59899193548387,-10.08,27.37,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2023",40,64,2,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,28,23,0,1,0,-Inf,277.122333333334,-Inf,257.714419293585,7.52608667443437,63.2528050401419,4.09512177518675,66.1423333333334,-Inf
"SS_black","SS","2023",NA,"10 3",NA,"Y","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2023_3104","black",16,4,36,10,3,NA,NA,"10 3 - SS_black - 2023",815.12,6.13135616438356,1,204.1,194.54,201.52,214.96,11.6225274725275,19.3630555555556,-5.63145161290323,-0.42478021978022,10.0562637362637,0,16.848064516129,4.62384615384615,0.401370967741935,-0.5091935483871,13.7071774193548,6.59899193548387,-10.08,27.37,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2023",40,64,2,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,28,23,0,1,0,-Inf,207.888,-Inf,209.732666035642,7.41638968624421,63.0825005093801,4.08965481486817,61.1196666666667,-Inf
"SS_black","SS","2023",NA,"10 3",NA,"Y","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2023_3041","black",1,4,43,10,3,NA,NA,"10 3 - SS_black - 2023",815.12,6.13135616438356,1,204.1,194.54,201.52,214.96,11.6225274725275,19.3630555555556,-5.63145161290323,-0.42478021978022,10.0562637362637,0,16.848064516129,4.62384615384615,0.401370967741935,-0.5091935483871,13.7071774193548,6.59899193548387,-10.08,27.37,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2023",40,64,2,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,28,23,0,1,0,-Inf,209.819333333334,-Inf,214.506987466518,7.41575110051621,65.8393003261268,4.12607662255596,63.6236666666667,-Inf
"SS_black","SS","2022",NA,"10 3",NA,"N","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2022_3884","black",17,2,49,10,3,NA,NA,"10 3 - SS_black - 2022",576.92,7.63157534246575,1,198.66,107.5,18.84,251.92,10.9743956043956,21.3635,-3.87623655913978,2.46846153846154,0.542197802197802,0,20.9861290322581,1.25604395604396,0.339112903225807,-2.84596774193548,10.3387903225806,3.74641129032258,-11.62,22.14,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2022",40,63,1,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,27,23,0,0,0,-Inf,266.900333333333,-Inf,257.53767149333,7.08521204879427,43.2376622203639,3.72485710708655,43.641,-Inf
"SS_black","SS","2023",NA,"10 3",NA,"N","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2023_3090","black",13,5,30,10,3,NA,NA,"10 3 - SS_black - 2023",815.12,6.13135616438356,1,204.1,194.54,201.52,214.96,11.6225274725275,19.3630555555556,-5.63145161290323,-0.42478021978022,10.0562637362637,0,16.848064516129,4.62384615384615,0.401370967741935,-0.5091935483871,13.7071774193548,6.59899193548387,-10.08,27.37,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2023",40,64,2,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,28,23,0,0,0,-Inf,225.507333333333,-Inf,221.768969422305,7.40882027844399,77.007781651756,4.29558992190827,76.9903333333334,-Inf
"SS_black","SS","2022",NA,"2 2",NA,"N","N",0,0,0,NA,NA,44.24559,-112.214337,0,0,0,0,"Common_Garden","SS2022_590","black",1,4,71,2,2,NA,"frost_heave","2 2 - SS_black - 2022",576.92,7.63157534246575,1,198.66,107.5,18.84,251.92,10.9743956043956,21.3635,-3.87623655913978,2.46846153846154,0.542197802197802,0,20.9861290322581,1.25604395604396,0.339112903225807,-2.84596774193548,10.3387903225806,3.74641129032258,-11.62,22.14,8.07333333333333,217.633333333333,3.96333333333333,3.43333333333333,"SS_black 2022",40,63,1,"Unknown",NA,NA,NA,NA,NA,-0.652897093354021,-0.315132502059027,-0.108544113731669,-0.266668381498529,"Training",4,27,23,0,0,0,-Inf,334.068,-Inf,335.886737989774,7.29696605371885,55.4744038282847,3.99392366240285,55.279,-Inf
